genre,song_name,danceability,energy,loudness,valence,,,,,,,
Hiphop,Stoney,0.735,0.639,-7.464,0.695,,,,,,,
Hiphop,Bucket List,0.775,0.554,-6.448,0.175,,,,,,,
Hiphop,Crew (feat. Brent Faiyaz & Shy Glizzy),0.728,0.607,-8.417,0.445,,,,,,,
Hiphop,Herside Story,0.885,0.595,-5.487,0.754,,,,,,,
Hiphop,WEIGHT OFF,0.65,0.495,-6.385,0.394,,,,,,,
Hiphop,GLOWED UP,0.681,0.621,-10.024,0.428,,,,,,,
Hiphop,Baby I'm Bleeding,0.574,0.859,-2.401,0.828,,,,,,,
Hiphop,1539 N. Calvert,0.863,0.717,-3.143,0.357,,,,,,,
Hiphop,Thug Tears,0.881,0.79,-5.768,0.779,,,,,,,
Hiphop,Whole Foods,0.832,0.694,-4.199,0.849,,,,,,,
Hiphop,I Cannot Fineing Wait Til Morrissey Dies,0.695,0.849,-5.688,0.623,,,,,,,
Hiphop,BUTTERMILK JESUS TYPE BEAT,0.508,0.615,-7.016,0.293,,,,,,,
Hiphop,Papi I Missed U,0.457,0.558,-6.02,0.0386,,,,,,,
Hiphop,"Jesus Forgive Me, I Am A Thot",0.628,0.78,-5.217,0.602,,,,,,,
Hiphop,The Who,0.755,0.578,-8.401,0.145,,,,,,,
Hiphop,Millennium Freestyle,0.681,0.635,-9.491,0.225,,,,,,,
Hiphop,Does This Ski Mask Make Me Look Fat?,0.694,0.824,-4.477,0.117,,,,,,,
Hiphop,Real Nega,0.61,0.952,-2.501,0.332,,,,,,,
Hiphop,I've Seen Footage,0.603,0.944,-3.626,0.418,,,,,,,
Hiphop,Birds,0.483,0.732,-4.307,0.21,,,,,,,
Hiphop,All Quiet on the West Side,0.674,0.629,-9.453,0.288,,,,,,,
Hiphop,2016 Interlude,0.701,0.585,-8.212,0.43,,,,,,,
Hiphop,S on Ya Chest,0.673,0.757,-5.087,0.641,,,,,,,
Hiphop,All This Money,0.689,0.648,-5.181,0.501,,,,,,,
Hiphop,Wow,0.638,0.709,-5.681,0.621,,,,,,,
Hiphop,Yo,0.596,0.649,-8.158,0.475,,,,,,,
Hiphop,Chin up (Outro),0.471,0.655,-11.396,0.635,,,,,,,
Hiphop,Thugginâ€™,0.427,0.604,-8.561,0.256,,,,,,,
Hiphop,"Robes (feat. Domo Genesis, Earl Sweatshirt)",0.408,0.532,-10.427,0.556,,,,,,,
Hiphop,Deeper,0.388,0.79,-8.336,0.721,,,,,,,
Hiphop,Crime Pays,0.608,0.699,-8.267,0.784,,,,,,,
Hiphop,Palmolive (feat. Pusha T & Killer Mike),0.33,0.603,-7.571,0.812,,,,,,,
Hiphop,Fake Names,0.49,0.712,-6.954,0.597,,,,,,,
Hiphop,Saturday Night Special,0.499,0.635,-10.019,0.463,,,,,,,
Hiphop,Now & Later Gators,0.409,0.72,-9.25,0.543,,,,,,,
Hiphop,Airborne Aquaruim,0.609,0.942,-5.363,0.368,,,,,,,
Hiphop,Get Down,0.486,0.658,-6.937,0.599,,,,,,,
Hiphop,Chilled Coughphee,0.722,0.615,-7.804,0.708,,,,,,,
Hiphop,Car Service,0.691,0.745,-3.968,0.437,,,,,,,
Hiphop,Friendly,0.577,0.848,-5.283,0.589,,,,,,,
Hiphop,Mezmorized,0.722,0.779,-6.413,0.32,,,,,,,
Hiphop,The Kid Frankie,0.796,0.877,-4.241,0.629,,,,,,,
Hiphop,Spotlight,0.456,0.879,-4.809,0.556,,,,,,,
Hiphop,White Bronco,0.449,0.667,-8.092,0.085,,,,,,,
Hiphop,La Luna,0.56,0.653,-12.256,0.508,,,,,,,
Hiphop,The Choreographer,0.328,0.836,-6.613,0.451,,,,,,,
Hiphop,Easy Rider,0.422,0.851,-4.031,0.667,,,,,,,
Hiphop,Dapper (feat. Anderson .Paak),0.753,0.594,-9.486,0.562,,,,,,,
Hiphop,"Rolling Papers (feat. Tyler, The Creator)",0.669,0.795,-7.072,0.654,,,,,,,
Hiphop,Coming Back (feat. Mac Miller),0.514,0.723,-8.748,0.587,,,,,,,
Hiphop,Doors,0.497,0.177,-15.09,0.221,,,,,,,
Hiphop,Brand Name,0.385,0.71,-5.158,0.398,,,,,,,
Hiphop,Rush Hour,0.602,0.472,-5.375,0.304,,,,,,,
Hiphop,Weekend (feat. Miguel),0.843,0.435,-8.442,0.19,,,,,,,
Hiphop,Outside,0.434,0.854,-3.779,0.269,,,,,,,
Hiphop,Nikes On My Feet,0.8,0.569,-5.104,0.589,,,,,,,
Hiphop,Dang! (feat. Anderson .Paak),0.836,0.67,-6.907,0.556,,,,,,,
Hiphop,Dancing In The Rain,0.569,0.74,-6.235,0.721,,,,,,,
Hiphop,Simply Amazin' (steel blazin'),0.7,0.792,-6.031,0.67,,,,,,,
Hiphop,A Letter,0.588,0.717,-4.568,0.587,,,,,,,
Hiphop,Maybe One Day,0.508,0.602,-8.205,0.39,,,,,,,
Hiphop,O Heaven,0.492,0.747,-6.606,0.62,,,,,,,
Hiphop,More Out of Life,0.34,0.777,-7.263,0.422,,,,,,,
Hiphop,The Only One,0.609,0.815,-7.122,0.657,,,,,,,
Hiphop,Huey,0.423,0.59,-7.37,0.387,,,,,,,
Hiphop,Mantra,0.502,0.801,-9.49,0.334,,,,,,,
Hiphop,Grief,0.645,0.589,-6.171,0.616,,,,,,,
Hiphop,Chum,0.51,0.503,-8.756,0.193,,,,,,,
Hiphop,Hive (feat. Vince Staples & Casey Veggies),0.619,0.742,-6.995,0.782,,,,,,,
Hiphop,Wool (feat. Vince Staples),0.732,0.473,-7.197,0.394,,,,,,,
Hiphop,Norf Norf,0.925,0.549,-6.572,0.0904,,,,,,,
Hiphop,Blue Suede,0.415,0.745,-5.902,0.468,,,,,,,
Hiphop,I Will,0.766,0.72,-8.347,0.487,,,,,,,
Hiphop,XXX,0.623,0.859,-4.71,0.417,,,,,,,
Hiphop,DNA,0.366,0.857,-7.712,0.502,,,,,,,
Hiphop,Grown Up,0.635,0.766,-6.459,0.685,,,,,,,
Hiphop,Dirty Laundry,0.555,0.615,-6.477,0.436,,,,,,,
Hiphop,Six Degrees,0.659,0.687,-9.744,0.517,,,,,,,
Hiphop,Sour Soul,0.563,0.684,-7.413,0.501,,,,,,,
Hiphop,Doomsday,0.856,0.841,-7.737,0.794,,,,,,,
Hiphop,Rapp Snitch Knishes feat. Mr. Fantastik,0.728,0.832,-6.827,0.825,,,,,,,
Hiphop,Kon Karne,0.586,0.793,-7.084,0.768,,,,,,,
Hiphop,GAZZILLION EAR,0.512,0.807,-4.629,0.497,,,,,,,
Hiphop,Rhymes Like Dimes,0.644,0.751,-5.652,0.759,,,,,,,
Hiphop,One Beer,0.375,0.722,-6.7,0.612,,,,,,,
Hiphop,The Music (Intro),0.638,0.855,-3.781,0.866,,,,,,,
Hiphop,Light Leak$,0.511,0.834,-3.103,0.596,,,,,,,
Hiphop,Fickle Mind$,0.471,0.911,-3.411,0.922,,,,,,,
Hiphop,Lemon Grass,0.497,0.8,-4.369,0.738,,,,,,,
Hiphop,Moon&Stars,0.588,0.798,-5.347,0.57,,,,,,,
Hiphop,Rooftops,0.448,0.798,-5.902,0.422,,,,,,,
Hiphop,Driftin',0.734,0.423,-9.379,0.284,,,,,,,
Hiphop,Her Ballad,0.503,0.661,-5.665,0.283,,,,,,,
Hiphop,Waves,0.733,0.912,-3.239,0.888,,,,,,,
Hiphop,FromdaTomb$,0.59,0.916,-4.541,0.548,,,,,,,
Hiphop,Survival Tactics,0.53,0.843,-2.271,0.919,,,,,,,
Hiphop,Funky Ho'$,0.686,0.692,-5.573,0.649,,,,,,,
Hiphop,Snakes,0.529,0.669,-4.653,0.797,,,,,,,
Hiphop,Don't Front,0.613,0.808,-6.078,0.736,,,,,,,
Hiphop,Righteous Minds,0.809,0.638,-5.646,0.608,,,,,,,
Hiphop,Hazeus View,0.655,0.656,-6.25,0.586,,,,,,,
Hiphop,Christ Conscious,0.649,0.717,-5.021,0.589,,,,,,,
Hiphop,Paper Trail$,0.548,0.829,-4.103,0.452,,,,,,,
Hiphop,Trillmatic (feat. A$AP Nast & Method Man),0.837,0.807,-3.288,0.721,,,,,,,
Hiphop,Buck Shots,0.433,0.85,-5.79,0.58,,,,,,,
Hiphop,Babushka Boi,0.897,0.743,-5.446,0.905,,,,,,,
Hiphop,Jukebox Joints (feat. Joe Fox & Kanye West),0.284,0.803,-5.293,0.553,,,,,,,
Hiphop,Wavybone (feat. Juicy J & UGK),0.7,0.642,-8.673,0.381,,,,,,,
Hiphop,Grippin Woodgrain (feat. ASAP Rocky),0.722,0.707,-7.812,0.408,,,,,,,
Hiphop,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",0.841,0.733,-5.077,0.284,,,,,,,
Hiphop,Shabba (feat. A$AP Rocky),0.869,0.712,-6.136,0.435,,,,,,,
Hiphop,Yamborghini High (feat. Juicy J),0.838,0.765,-6.299,0.635,,,,,,,
Hiphop,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",0.848,0.663,-5.606,0.333,,,,,,,
Hiphop,WOLF,0.426,0.303,-11.52,0.383,,,,,,,
Hiphop,48,0.558,0.887,-8.083,0.535,,,,,,,
Hiphop,Colossus,0.442,0.6,-9.087,0.725,,,,,,,
Hiphop,Lone,0.313,0.761,-8.509,0.591,,,,,,,
Hiphop,She,0.351,0.622,-6.495,0.457,,,,,,,
Hiphop,"FIND YOUR WINGS (feat. Roy Ayers, Sydney Bennett & Kali Uchis)",0.53,0.427,-7.338,0.195,,,,,,,
Hiphop,"BLOW MY LOAD (feat. Wanya Morris, DÃ¢m-Funk, Austin Feinstein & Sydney Bennett)",0.397,0.701,-7.328,0.179,,,,,,,
Hiphop,"2SEATER (feat. Aaron Shaw, Samantha Nelson & Austin Feinstein)",0.352,0.693,-7.412,0.348,,,,,,,
Hiphop,Where This Flower Blooms (feat. Frank Ocean),0.686,0.429,-10.402,0.27,,,,,,,
Hiphop,See You Again (feat. Kali Uchis),0.558,0.559,-9.222,0.62,,,,,,,
Hiphop,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),0.48,0.61,-7.042,0.297,,,,,,,
Hiphop,Droppin' Seeds (feat. Lil' Wayne),0.401,0.532,-11.554,0.413,,,,,,,
Hiphop,Glitter,0.449,0.434,-11.777,0.371,,,,,,,
Hiphop,IGOR'S THEME,0.467,0.672,-7.371,0.0648,,,,,,,
Hiphop,EARFQUAKE,0.554,0.498,-8.866,0.413,,,,,,,
Hiphop,A BOY IS A GUN*,0.417,0.689,-8.302,0.505,,,,,,,
Hiphop,"Analog 2 (feat. Tyler, The Creator, Frank Ocean & Sydney Bennett)",0.599,0.673,-8.363,0.262,,,,,,,
Hiphop,"Sam (Is Dead) (feat. Domo Genesis & Tyler, The Creator)",0.504,0.634,-8.582,0.463,,,,,,,
Hiphop,White (feat. Frank Ocean),0.51,0.0671,-12.163,0.197,,,,,,,
Hiphop,Oldie,0.839,0.583,-5.941,0.564,,,,,,,
Hiphop,Sober,0.707,0.562,-7.621,0.418,,,,,,,
Hiphop,IV. Sweatpants,0.71,0.47,-9.33,0.581,,,,,,,
Hiphop,3005,0.472,0.448,-7.272,0.636,,,,,,,
Hiphop,Fire Fly,0.673,0.887,-4.121,0.484,,,,,,,
Hiphop,V. 3005 - Beach Picnic Version,0.561,0.431,-9.53,0.132,,,,,,,
Hiphop,SUGAR,0.453,0.538,-8.212,0.516,,,,,,,
Hiphop,SUGAR (Remix) [feat. Dua Lipa],0.661,0.523,-5.902,0.536,,,,,,,
Hiphop,BOY BYE,0.869,0.747,-7.143,0.784,,,,,,,
Hiphop,ST. PERCY,0.611,0.635,-7.016,0.739,,,,,,,
Hiphop,THUG LIFE,0.576,0.74,-6.195,0.37,,,,,,,
Hiphop,J'OUVERT,0.719,0.703,-4.114,0.501,,,,,,,
Hiphop,JOHNNY,0.612,0.858,-5.359,0.869,,,,,,,
Hiphop,STAINS,0.643,0.662,-7.226,0.645,,,,,,,
Hiphop,SWEET,0.718,0.628,-6.007,0.722,,,,,,,
Hiphop,WASTE,0.416,0.412,-11.262,0.409,,,,,,,
Hiphop,We Don't Care,0.595,0.754,-5.827,0.647,,,,,,,
Hiphop,All Falls Down,0.657,0.734,-4.832,0.434,,,,,,,
Hiphop,Jesus Walks,0.637,0.834,-4.686,0.715,,,,,,,
Hiphop,Through The Wire,0.571,0.739,-6.11,0.66,,,,,,,
Hiphop,Heard 'Em Say,0.744,0.696,-8.313,0.563,,,,,,,
Hiphop,Touch The Sky,0.552,0.846,-4.912,0.554,,,,,,,
Hiphop,We Major,0.234,0.88,-3.66,0.216,,,,,,,
Hiphop,Celebration,0.295,0.776,-4.199,0.35,,,,,,,
Hiphop,Can't Tell Me Nothing,0.596,0.62,-6.133,0.102,,,,,,,
Hiphop,Flashing Lights,0.639,0.628,-7.578,0.43,,,,,,,
Hiphop,Everything I Am,0.631,0.623,-6.969,0.765,,,,,,,
Hiphop,Ultimate,0.493,0.826,-3.106,0.75,,,,,,,
Hiphop,RICKY,0.776,0.562,-6.901,0.521,,,,,,,
Hiphop,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],0.551,0.725,-7.619,0.692,,,,,,,
Hiphop,CASH MANIAC | CAZH MAN1AC [FEAT. NYYJERYA],0.544,0.694,-6.648,0.4,,,,,,,
Hiphop,WISH FEAT. KIDDO MARV,0.655,0.766,-6.746,0.622,,,,,,,
Hiphop,DIET_,0.724,0.771,-6.208,0.867,,,,,,,
Hiphop,Zenith,0.594,0.705,-5.276,0.21,,,,,,,
Hiphop,Lord Vader Kush II,0.782,0.649,-9.23,0.0829,,,,,,,
Hiphop,Ice Age,0.462,0.623,-8.174,0.42,,,,,,,
Hiphop,These Words Are Everything,0.596,0.577,-6.46,0.504,,,,,,,
Hiphop,That's O.K.,0.503,0.61,-9.774,0.0721,,,,,,,
Hiphop,Andrew,0.57,0.318,-6.771,0.291,,,,,,,
Hiphop,Never Catch Me,0.526,0.936,-4.576,0.283,,,,,,,
Hiphop,Oh Shit,0.784,0.828,-6.765,0.629,,,,,,,
Hiphop,4 Better Or 4 Worse,0.794,0.758,-8.351,0.652,,,,,,,
Hiphop,I'm That Type Of Nigga,0.842,0.861,-6.197,0.652,,,,,,,
Hiphop,I'm That Type Of Nigga - Straight Up Faded Mix,0.767,0.92,-5.507,0.604,,,,,,,
Hiphop,Ya Mama,0.789,0.861,-5.549,0.751,,,,,,,
Hiphop,Passin' Me By,0.788,0.876,-5.665,0.647,,,,,,,
Hiphop,Otha Fish,0.733,0.914,-5.267,0.947,,,,,,,
Hiphop,Panty Raid,0.742,0.783,-6.406,0.733,,,,,,,
Hiphop,Intro,0.725,0.617,-6.297,0.552,,,,,,,
Hiphop,You Never Knew,0.73,0.837,-5.359,0.867,,,,,,,
Hiphop,All Things,0.688,0.884,-6.132,0.76,,,,,,,
Hiphop,Oakland Blackouts,0.817,0.932,-4.053,0.69,,,,,,,
Hiphop,Del,0.792,0.806,-6.853,0.884,,,,,,,
Hiphop,One Life One Love,0.744,0.752,-5.908,0.451,,,,,,,
Hiphop,Powers That Be,0.717,0.788,-5.793,0.659,,,,,,,
Hiphop,Mistadobalina,0.798,0.888,-4.415,0.661,,,,,,,
Hiphop,Press Rewind,0.825,0.66,-6.977,0.699,,,,,,,
Hiphop,If You Must,0.778,0.835,-7.201,0.736,,,,,,,
Hiphop,They Want EFX,0.755,0.459,-12.84,0.597,,,,,,,
Hiphop,Mic Checka,0.72,0.626,-13.758,0.519,,,,,,,
Hiphop,Da Bichez,0.74,0.552,-10.193,0.713,,,,,,,
Hiphop,Me Or The Papes,0.713,0.597,-10.741,0.803,,,,,,,
Hiphop,Ya Playin' Yaself,0.858,0.767,-8.645,0.753,,,,,,,
Hiphop,Thieves In The Night,0.816,0.597,-6.407,0.558,,,,,,,
Hiphop,Mathematics,0.753,0.749,-6.132,0.832,,,,,,,
Hiphop,Respond/ React,0.885,0.598,-6.663,0.779,,,,,,,
Hiphop,What They Do,0.885,0.414,-10.539,0.683,,,,,,,
Hiphop,You Got Me,0.729,0.442,-8.106,0.757,,,,,,,
Hiphop,Fallin' Up,0.801,0.825,-6.576,0.718,,,,,,,
Hiphop,Joints & Jam,0.942,0.737,-7.21,0.689,,,,,,,
Hiphop,Excursions,0.885,0.608,-10.809,0.707,,,,,,,
Hiphop,Buggin' Out,0.887,0.419,-10.961,0.576,,,,,,,
Hiphop,Check the Rhime,0.881,0.361,-14.728,0.799,,,,,,,
Hiphop,Electric Relaxation,0.852,0.418,-12.823,0.651,,,,,,,
Hiphop,Oh My God,0.866,0.698,-7.976,0.713,,,,,,,
Hiphop,Keep It Rollin',0.749,0.359,-14.07,0.761,,,,,,,
Hiphop,"The Chase, Part II",0.803,0.668,-9.546,0.695,,,,,,,
Hiphop,God Lives Through,0.8,0.646,-10.556,0.52,,,,,,,
Hiphop,Phony Rappers,0.904,0.63,-6.291,0.526,,,,,,,
Hiphop,Get A Hold,0.927,0.427,-8.304,0.652,,,,,,,
Hiphop,Separate/Together,0.922,0.477,-7.97,0.57,,,,,,,
Hiphop,Word Play,0.892,0.514,-8.687,0.698,,,,,,,
Hiphop,Find a Way,0.773,0.581,-8.466,0.711,,,,,,,
Hiphop,Luck of Lucien,0.888,0.574,-6.286,0.696,,,,,,,
Hiphop,Can I Kick It?,0.848,0.666,-6.547,0.744,,,,,,,
Hiphop,Cell Therapy,0.849,0.476,-10.479,0.48,,,,,,,
Hiphop,One Day,0.813,0.544,-9.816,0.699,,,,,,,
Hiphop,Diamonds & Wood,0.846,0.548,-9.875,0.751,,,,,,,
Hiphop,"Front, Back & Side to Side",0.818,0.633,-5.598,0.803,,,,,,,
Hiphop,Doobie Ashtray,0.67,0.563,-6.749,0.685,,,,,,,
Hiphop,Ain't No Thang,0.678,0.66,-5.146,0.294,,,,,,,
Hiphop,Southernplayalisticadillacmuzik,0.691,0.834,-5.802,0.579,,,,,,,
Hiphop,Player's Ball,0.857,0.764,-6.304,0.578,,,,,,,
Hiphop,Claimin' True,0.612,0.89,-6.065,0.67,,,,,,,
Hiphop,Crumblin' Erb,0.802,0.594,-9.72,0.548,,,,,,,
Hiphop,Hootie Hoo,0.782,0.657,-7.581,0.197,,,,,,,
Hiphop,Two Dope Boyz (In a Cadillac),0.809,0.718,-4.398,0.493,,,,,,,
Hiphop,ATLiens,0.918,0.734,-2.832,0.608,,,,,,,
Hiphop,Elevators (Me & You),0.772,0.586,-10.434,0.643,,,,,,,
Hiphop,Millennium,0.879,0.607,-5.097,0.718,,,,,,,
Hiphop,Elevators (Me & You) - ONP 86 Mix,0.658,0.576,-10.798,0.497,,,,,,,
Hiphop,Aquemini,0.707,0.661,-5.711,0.157,,,,,,,
Hiphop,Synthesizer (feat. George Clinton),0.629,0.66,-6.645,0.469,,,,,,,
Hiphop,West Savannah,0.689,0.558,-6.565,0.473,,,,,,,
Hiphop,Da Art of Storytellin' (Pt. 1),0.749,0.856,-5.833,0.402,,,,,,,
Hiphop,SpottieOttieDopaliscious,0.828,0.656,-6.571,0.709,,,,,,,
Hiphop,4th Chamber,0.708,0.447,-6.305,0.0384,,,,,,,
Hiphop,Living In The World Today,0.761,0.674,-5.839,0.441,,,,,,,
Hiphop,Liquid Swords,0.798,0.624,-7.249,0.347,,,,,,,
Hiphop,Shadowboxin',0.704,0.642,-10.11,0.72,,,,,,,
Hiphop,Bring Da Ruckus,0.794,0.627,-9.431,0.518,,,,,,,
Hiphop,Da Mystery of Chessboxin',0.925,0.388,-10.508,0.359,,,,,,,
Hiphop,Wu-Tang Clan Ain't Nuthing ta F' Wit,0.826,0.566,-10.747,0.653,,,,,,,
Hiphop,C.R.E.A.M.,0.479,0.549,-10.551,0.576,,,,,,,
Hiphop,Method Man,0.903,0.519,-10.109,0.596,,,,,,,
Hiphop,Protect Ya Neck,0.817,0.552,-10.8,0.808,,,,,,,
Hiphop,Triumph,0.722,0.639,-6.959,0.324,,,,,,,
Hiphop,Shimmy Shimmy Ya,0.814,0.481,-5.183,0.193,,,,,,,
Hiphop,Survival of the Fittest,0.813,0.703,-5.077,0.241,,,,,,,
Hiphop,Hell on Earth (Front Lines),0.875,0.658,-3.641,0.661,,,,,,,
Hiphop,Lifestylez Ov Da Poor & Dangerous,0.683,0.652,-8.765,0.397,,,,,,,
Hiphop,8 Iz Enuff,0.844,0.459,-8.827,0.394,,,,,,,
Hiphop,Danger Zone,0.521,0.481,-11.371,0.341,,,,,,,
Hiphop,Street Struck,0.773,0.63,-8.039,0.677,,,,,,,
Hiphop,The Heist,0.781,0.646,-9.9,0.813,,,,,,,
Hiphop,Flamboyant,0.844,0.675,-9.791,0.9,,,,,,,
Hiphop,The World Is Yours,0.678,0.794,-6.186,0.54,,,,,,,
Hiphop,N.Y. State of Mind,0.665,0.91,-4.682,0.887,,,,,,,
Hiphop,Life's a Bitch (feat. AZ & Olu Dara),0.775,0.734,-5.41,0.342,,,,,,,
Hiphop,Memory Lane (Sittin' in da Park),0.648,0.841,-4.322,0.624,,,,,,,
Hiphop,One Time 4 Your Mind,0.823,0.547,-6.928,0.483,,,,,,,
Hiphop,It Ain't Hard to Tell,0.69,0.729,-5.819,0.357,,,,,,,
Hiphop,Rather Unique,0.794,0.668,-8.363,0.634,,,,,,,
Hiphop,Gimme Your's,0.62,0.514,-12.451,0.442,,,,,,,
Hiphop,Ho Happy Jackie,0.738,0.575,-11.951,0.778,,,,,,,
Hiphop,Gimme the Loot - 2005 Remaster,0.713,0.647,-8.22,0.694,,,,,,,
Hiphop,Machine Gun Funk - 2006 Remaster,0.841,0.738,-5.317,0.305,,,,,,,
Hiphop,Warning - 2005 Remaster,0.594,0.785,-7.598,0.426,,,,,,,
Hiphop,The What,0.622,0.711,-8.213,0.734,,,,,,,
Hiphop,Everyday Struggle - 2005 Remaster,0.912,0.721,-6.456,0.444,,,,,,,
Hiphop,Unbelievable - 2005 Remaster,0.769,0.791,-7.679,0.768,,,,,,,
Hiphop,Suicidal Thoughts - 2005 Remaster,0.506,0.505,-10.198,0.0788,,,,,,,
Hiphop,I Love The Dough (feat. Jay-Z & Angela Winbush) - 2014 Remaster,0.774,0.776,-5.331,0.654,,,,,,,
Hiphop,Sky's the Limit (feat. 112) - 2014 Remaster,0.637,0.66,-4.792,0.503,,,,,,,
Hiphop,Who Shot Ya? - 2005 Remaster,0.828,0.686,-5.689,0.617,,,,,,,
Hiphop,Hit 'Em Up - Single Version,0.916,0.844,-3.967,0.586,,,,,,,
Hiphop,Ambitionz Az A Ridah,0.801,0.908,-6.554,0.805,,,,,,,
Hiphop,All Eyez On Me (ft. Big Syke),0.873,0.719,-5.948,0.858,,,,,,,
Hiphop,Keep Ya Head Up,0.598,0.732,-7.013,0.595,,,,,,,
Hiphop,I Get Around,0.846,0.416,-13.767,0.645,,,,,,,
Hiphop,Gin N Juice (feat. Dat Nigga Daz),0.549,0.853,-4.293,0.346,,,,,,,
Hiphop,Who Am I (What's My Name)?,0.692,0.833,-3.974,0.692,,,,,,,
Hiphop,Murder Was The Case (feat. Dat Nigga Daz),0.47,0.83,-5.35,0.587,,,,,,,
Hiphop,"Nuthin' But A ""G"" Thang",0.801,0.699,-8.18,0.655,,,,,,,
Hiphop,Straight Outta Compton,0.834,0.878,-9.484,0.418,,,,,,,
Hiphop,Fine Tha Police,0.859,0.75,-8.325,0.857,,,,,,,
Hiphop,Dopeman - Remix,0.819,0.57,-9.313,0.694,,,,,,,
Hiphop,Express Yourself - Extended Mix,0.883,0.785,-7.554,0.749,,,,,,,
Hiphop,No Vaseline,0.777,0.957,-3.201,0.543,,,,,,,
Hiphop,You Know How We Do It - Remastered,0.747,0.52,-10.523,0.601,,,,,,,
Hiphop,It Was A Good Day,0.798,0.744,-5.328,0.794,,,,,,,
Hiphop,The Nigga Ya Love To Hate,0.857,0.721,-12.702,0.594,,,,,,,
Hiphop,A Gangsta's Fairytale,0.936,0.678,-13.284,0.859,,,,,,,
Hiphop,Guerillas In Tha Mist,0.704,0.926,-6.845,0.56,,,,,,,
Hiphop,Regulate,0.849,0.521,-12.999,0.763,,,,,,,
Hiphop,Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),0.944,0.839,-4.141,0.892,,,,,,,
Hiphop,Slob On My Nob (feat. Project Pat),0.864,0.672,-5.168,0.562,,,,,,,
Hiphop,Rinky Dink II/We're Gonna Rumble,0.907,0.475,-8.345,0.717,,,,,,,
Hiphop,Niggas Got Me Fineed Up,0.858,0.741,-8.287,0.862,,,,,,,
Hiphop,Shake Your Rump,0.888,0.699,-10.425,0.697,,,,,,,
Hiphop,Johnny Ryall,0.884,0.615,-11.757,0.677,,,,,,,
Hiphop,High Plains Drifter,0.841,0.572,-12.087,0.656,,,,,,,
Hiphop,B-Boy Bouillabaisse: Mike On The Mic,0.875,0.482,-14.403,0.66,,,,,,,
Hiphop,Fight For Your Right,0.503,0.858,-6.296,0.419,,,,,,,
Hiphop,No Sleep Till Brooklyn,0.712,0.691,-8.157,0.742,,,,,,,
Hiphop,Paul Revere,0.883,0.553,-13.232,0.578,,,,,,,
Hiphop,Brass Monkey,0.914,0.586,-8.435,0.655,,,,,,,
Hiphop,Flute Loop - Remastered 2009,0.8,0.788,-8.798,0.236,,,,,,,
Hiphop,Snake Oil,0.755,0.53,-13.125,0.701,,,,,,,
Hiphop,Reinventing the Wheel,0.833,0.512,-10.982,0.97,,,,,,,
Hiphop,Qweloquiallisms,0.56,0.627,-8.46,0.783,,,,,,,
Hiphop,Intro,0.735,0.856,-5.567,0.902,,,,,,,
Hiphop,Suite for Beaver Pt. 1,0.7,0.894,-3.399,0.879,,,,,,,
Hiphop,Tales of Kidd Drunkadelic,0.79,0.864,-5.798,0.685,,,,,,,
Hiphop,The L.A. Song,0.84,0.911,-3.241,0.734,,,,,,,
Hiphop,The Breakdown,0.708,0.933,-5.286,0.933,,,,,,,
Hiphop,Graffiti on a High School Wall,0.844,0.707,-8.422,0.717,,,,,,,
Hiphop,San Francisco Knights,0.749,0.839,-9.173,0.64,,,,,,,
Hiphop,The Effects of Climate Change on Densely Populated Areas,0.805,0.62,-5.631,0.653,,,,,,,
Hiphop,Full Clip,0.875,0.745,-5.878,0.749,,,,,,,
Hiphop,You Know My Steez,0.695,0.674,-7.014,0.887,,,,,,,
Hiphop,Robbin Hood Theory,0.745,0.579,-4.75,0.648,,,,,,,
Hiphop,Work,0.787,0.832,-4.671,0.814,,,,,,,
Hiphop,Royalty,0.635,0.777,-4.206,0.767,,,,,,,
Hiphop,Above The Clouds,0.462,0.944,-2.938,0.65,,,,,,,
Hiphop,Moment Of Truth,0.532,0.819,-5.282,0.594,,,,,,,
Hiphop,My Advice 2 You,0.788,0.698,-5.014,0.693,,,,,,,
Hiphop,DWYCK,0.911,0.614,-11.176,0.601,,,,,,,
Hiphop,Mass Appeal,0.808,0.726,-8.435,0.616,,,,,,,
Hiphop,Now You're Mine,0.898,0.652,-10.106,0.501,,,,,,,
Hiphop,Skills,0.868,0.696,-4.634,0.938,,,,,,,
Hiphop,The Ownerz,0.806,0.869,-2.73,0.924,,,,,,,
Hiphop,Family and Loyalty,0.532,0.771,-3.815,0.701,,,,,,,
Hiphop,Straight Outta Compton,0.834,0.878,-9.484,0.418,,,,,,,
Hiphop,Fine Tha Police,0.859,0.75,-8.325,0.857,,,,,,,
Hiphop,Express Yourself,0.851,0.583,-11.022,0.956,,,,,,,
Hiphop,Dopeman - Remix,0.819,0.57,-9.313,0.694,,,,,,,
Hiphop,Mama Said Knock You Out,0.795,0.761,-7.266,0.594,,,,,,,
Hiphop,Phenomenon,0.862,0.606,-8.136,0.485,,,,,,,
