genre,song_name,danceability,energy,loudness,valence,,,,,,,
Dark Trap,Breathe,0.699,0.472,-9.475,0.354,,,,,,,
Dark Trap,Closing My Eyes,0.839,0.237,-15.698,0.506,,,,,,,
Dark Trap,OUTSIDE,0.616,0.598,-6.688,0.345,,,,,,,
Dark Trap,Coke in the Bathroom,0.683,0.483,-11.347,0.308,,,,,,,
Dark Trap,"bad mood, bad year",0.416,0.847,-3.542,0.117,,,,,,,
Dark Trap,Gemini,0.592,0.605,-7.476,0.43,,,,,,,
Dark Trap,Madman,0.663,0.785,-6.079,0.653,,,,,,,
Dark Trap,Voodoo Walk,0.796,0.756,-4.165,0.0512,,,,,,,
Dark Trap,Foreign Banz,0.543,0.496,-9.718,0.16,,,,,,,
Dark Trap,Slave To Perfection,0.719,0.492,-8.53,0.274,,,,,,,
Dark Trap,Luvmeansdeath,0.513,0.686,-5.647,0.23,,,,,,,
Dark Trap,Us Ft. Lil Peep & Lil Tracy,0.571,0.58,-5.973,0.0607,,,,,,,
Dark Trap,Bones,0.707,0.712,-6.506,0.248,,,,,,,
Dark Trap,CRUSHIN (feat. Travis Barker),0.498,0.885,-4.636,0.358,,,,,,,
Dark Trap,I Hope You Know I Mean It,0.602,0.536,-9.687,0.475,,,,,,,
Dark Trap,Overflow,0.649,0.654,-7.653,0.175,,,,,,,
Dark Trap,Different,0.567,0.732,-4.689,0.056,,,,,,,
Dark Trap,World Falls Apart,0.37,0.43,-11.158,0.173,,,,,,,
Dark Trap,Make It Through Fall,0.675,0.628,-6.165,0.511,,,,,,,
Dark Trap,Gerard Way,0.622,0.81,-7.651,0.348,,,,,,,
Dark Trap,K.,0.649,0.858,-4.953,0.535,,,,,,,
Dark Trap,Into the Trees,0.468,0.796,-4.958,0.193,,,,,,,
Dark Trap,Waste of Time,0.657,0.567,-10.58,0.626,,,,,,,
Dark Trap,enough,0.598,0.559,-7.22,0.254,,,,,,,
Dark Trap,NIGHTRIDER,0.516,0.676,-6.231,0.443,,,,,,,
Dark Trap,Dark Out ft. AzN (prod. Drago),0.592,0.537,-13.115,0.315,,,,,,,
Dark Trap,Last Night in LA,0.596,0.574,-11.148,0.397,,,,,,,
Dark Trap,In My Feelings,0.56,0.833,-5.172,0.465,,,,,,,
Dark Trap,Stay Alive (feat. Fat Nick),0.662,0.709,-9.729,0.496,,,,,,,
Dark Trap,Het,0.619,0.744,-6.113,0.218,,,,,,,
Dark Trap,LEAVE,0.422,0.755,-6.842,0.446,,,,,,,
Dark Trap,Can We Wait Here,0.599,0.781,-8.827,0.469,,,,,,,
Dark Trap,Autumn Collection,0.682,0.629,-6.073,0.225,,,,,,,
Dark Trap,Life is Beautiful,0.533,0.638,-9.411,0.324,,,,,,,
Dark Trap,Houdini,0.576,0.504,-10.556,0.169,,,,,,,
Dark Trap,Valentine Kid,0.739,0.775,-7.573,0.225,,,,,,,
Dark Trap,Problems,0.64,0.558,-7.078,0.207,,,,,,,
Dark Trap,AngelDust,0.313,0.381,-8.819,0.103,,,,,,,
Dark Trap,Reflection,0.45,0.332,-11.524,0.0636,,,,,,,
Dark Trap,Used to,0.75,0.473,-7.162,0.49,,,,,,,
Dark Trap,For the Last Time,0.844,0.533,-9.612,0.23,,,,,,,
Dark Trap,This Again,0.787,0.406,-10.962,0.146,,,,,,,
Dark Trap,Stupid,0.527,0.742,-7.244,0.295,,,,,,,
Dark Trap,Han Solo,0.842,0.791,-2.698,0.662,,,,,,,
Dark Trap,"Everything Will Be Fine, I Promise",0.362,0.489,-8.371,0.0384,,,,,,,
Dark Trap,Ballgag,0.64,0.607,-6.513,0.0415,,,,,,,
Dark Trap,See Me Trying,0.618,0.658,-6.871,0.214,,,,,,,
Dark Trap,Glisten,0.648,0.712,-4.866,0.408,,,,,,,
Dark Trap,Headphones,0.389,0.559,-9.53,0.0686,,,,,,,
Dark Trap,Face It,0.679,0.349,-11.2,0.147,,,,,,,
Dark Trap,Who? (feat. Shiloh Dynasty),0.839,0.749,-7.167,0.292,,,,,,,
Dark Trap,Wingriddenangel,0.266,0.508,-8.324,0.151,,,,,,,
Dark Trap,Skin,0.219,0.573,-4.473,0.0653,,,,,,,
Dark Trap,Gnarly Bastard,0.305,0.757,-7.63,0.474,,,,,,,
Dark Trap,Sippinteainyohood,0.655,0.87,-5.734,0.463,,,,,,,
Dark Trap,Teeth (Interlude),0.531,0.702,-2.977,0.0906,,,,,,,
Dark Trap,Name in the Sand,0.646,0.656,-6.798,0.501,,,,,,,
Dark Trap,Labyrinth,0.597,0.364,-8.019,0.262,,,,,,,
Dark Trap,Your Bullet's Won't Do Shit,0.719,0.878,-4.939,0.544,,,,,,,
Dark Trap,"MyHeart,ItHurts (feat. Chsr)",0.663,0.618,-10.447,0.15,,,,,,,
Dark Trap,Silencethefeelings,0.668,0.323,-13.591,0.217,,,,,,,
Dark Trap,Hopes Up (feat. Dashboard Confessional),0.541,0.675,-7.682,0.119,,,,,,,
Dark Trap,Everything Sucks,0.779,0.578,-11.234,0.429,,,,,,,
Dark Trap,Kiss,0.346,0.769,-7.224,0.163,,,,,,,
Dark Trap,Mobile Suit Fang,0.831,0.569,-7.739,0.518,,,,,,,
Dark Trap,Amaterasu,0.782,0.546,-5.152,0.505,,,,,,,
Dark Trap,Runaway,0.879,0.334,-8.748,0.173,,,,,,,
Dark Trap,Xanny Bars 222,0.379,0.468,-8.998,0.0331,,,,,,,
Dark Trap,Every Day,0.462,0.781,-4.401,0.269,,,,,,,
Dark Trap,Heart,0.661,0.351,-14.521,0.143,,,,,,,
Dark Trap,Siren Sounds,0.601,0.878,-0.71,0.463,,,,,,,
Dark Trap,Whitley,0.773,0.286,-13.964,0.67,,,,,,,
Dark Trap,Renegade IV,0.588,0.952,-8.997,0.469,,,,,,,
Dark Trap,Renegade V,0.695,0.592,-11.5,0.339,,,,,,,
Dark Trap,Growth Stunt,0.851,0.583,-11.824,0.591,,,,,,,
Dark Trap,If I Miss You,0.842,0.39,-10.964,0.0936,,,,,,,
Dark Trap,Handlebars,0.662,0.505,-9.435,0.774,,,,,,,
Dark Trap,Lizard Teeth 2,0.748,0.85,-4.454,0.508,,,,,,,
Dark Trap,jurassic,0.921,0.567,-7.911,0.641,,,,,,,
Dark Trap,Shiver,0.605,0.865,-3.801,0.347,,,,,,,
Dark Trap,Second Chances Aren't for Everyone Huh?,0.546,0.775,-4.464,0.0392,,,,,,,
Dark Trap,EverythingJustHurts,0.216,0.476,-9.702,0.0596,,,,,,,
Dark Trap,Seven Deadly Sins,0.601,0.769,-6.024,0.288,,,,,,,
Dark Trap,Super Fun Time,0.815,0.822,-4.457,0.796,,,,,,,
Dark Trap,Bad Blood 2,0.692,0.795,-5.862,0.158,,,,,,,
Dark Trap,MADONNA (Feat. Kamiyada+),0.845,0.487,-5.783,0.0745,,,,,,,
Dark Trap,You're A Lick,0.517,0.932,-6.304,0.166,,,,,,,
Dark Trap,GreyGods (feat. $Uicideboy$),0.796,0.674,-6.395,0.359,,,,,,,
Dark Trap,GOSHA,0.819,0.462,-9.638,0.5,,,,,,,
Dark Trap,Spas12,0.782,0.692,-6.303,0.14,,,,,,,
Dark Trap,Window Pane (feat. Kel Killuminati & Izzo Kenpachi),0.574,0.535,-10.55,0.214,,,,,,,
Dark Trap,Scarlet King - prod. by The Virus And Antidote,0.623,0.785,-7.641,0.47,,,,,,,
Dark Trap,Insomniac,0.65,0.492,-13.563,0.352,,,,,,,
Dark Trap,INSIDIOUS II,0.406,0.839,-4.333,0.073,,,,,,,
Dark Trap,MEAN MUGG,0.85,0.389,-11.286,0.187,,,,,,,
Dark Trap,IWillNeverChange,0.682,0.844,-5.291,0.424,,,,,,,
Dark Trap,IKnowI'mNotAHero,0.661,0.679,-8.89,0.444,,,,,,,
Dark Trap,NoSleepRemix,0.405,0.522,-11.16,0.354,,,,,,,
Dark Trap,DriftWood,0.646,0.734,-9.199,0.0387,,,,,,,
Dark Trap,Mg42,0.732,0.388,-6.524,0.0362,,,,,,,
Dark Trap,Ump45,0.693,0.74,-6.823,0.0588,,,,,,,
Dark Trap,Tar21,0.534,0.698,-8.425,0.353,,,,,,,
Dark Trap,Sk8 Head,0.638,0.946,-3.685,0.583,,,,,,,
Dark Trap,My Flaws Burn Through My Skin Like Demonic Flames from Hell,0.78,0.748,-7.394,0.0659,,,,,,,
Dark Trap,My Scars Are Like Evidence Being Mailed To The Judge,0.744,0.548,-6.446,0.619,,,,,,,
Dark Trap,I Will Celebrate For Stepping On Broken Glass And Slipping On Stomach Soaked Floors,0.754,0.776,-7.312,0.639,,,,,,,
Dark Trap,Reach,0.461,0.591,-6.552,0.171,,,,,,,
Dark Trap,Killer,0.945,0.587,-5.104,0.509,,,,,,,
Dark Trap,Devil Speaks,0.305,0.82,-4.988,0.164,,,,,,,
Dark Trap,Obsidian,0.482,0.565,-12.028,0.263,,,,,,,
Dark Trap,Take Me Away,0.634,0.685,-7.358,0.0426,,,,,,,
Dark Trap,Death from Above,0.564,0.81,-8.606,0.257,,,,,,,
Dark Trap,Twiy,0.822,0.471,-11.182,0.92,,,,,,,
Dark Trap,Stick Out,0.77,0.853,-3.849,0.615,,,,,,,
Dark Trap,Florida Thang,0.876,0.852,-4.695,0.141,,,,,,,
Dark Trap,Need-a-Hit,0.846,0.568,-10.896,0.815,,,,,,,
Dark Trap,Fbgm,0.762,0.976,-3.576,0.813,,,,,,,
Dark Trap,Bag of Dope,0.766,0.657,-5.55,0.232,,,,,,,
Dark Trap,BLOODY SHOES,0.805,0.669,-9.772,0.681,,,,,,,
Dark Trap,WET EM UP,0.811,0.692,-12.808,0.772,,,,,,,
Dark Trap,BUSSDOWN,0.796,0.65,-7.187,0.569,,,,,,,
Dark Trap,SHAMELESS,0.757,0.638,-9.774,0.769,,,,,,,
Dark Trap,Rocks,0.653,0.581,-10.909,0.116,,,,,,,
Dark Trap,Bodybag,0.814,0.597,-8.338,0.552,,,,,,,
Dark Trap,Void,0.767,0.854,-4.57,0.519,,,,,,,
Dark Trap,CUTTHROAT SMILE,0.753,0.826,-4.894,0.445,,,,,,,
Dark Trap,Evil Fantasy,0.855,0.796,-5.976,0.655,,,,,,,
Dark Trap,Killin' on Demand,0.888,0.729,-5.021,0.963,,,,,,,
Dark Trap,Light Yagami,0.741,0.443,-11.998,0.652,,,,,,,
Dark Trap,Sleep Above the Moon,0.504,0.317,-15.761,0.115,,,,,,,
Dark Trap,Static,0.587,0.992,-2.756,0.409,,,,,,,
Dark Trap,Super Massive Attack,0.639,0.678,-7.551,0.446,,,,,,,
Dark Trap,More Than Ever,0.351,0.46,-11.674,0.0446,,,,,,,
Dark Trap,ANXIOUS,0.665,0.449,-8.811,0.491,,,,,,,
Dark Trap,World Without You,0.703,0.34,-14.309,0.0992,,,,,,,
Dark Trap,Amends,0.661,0.577,-8.594,0.537,,,,,,,
Dark Trap,DRUNK IN LOVE,0.641,0.471,-8.618,0.218,,,,,,,
Dark Trap,REHAB,0.497,0.57,-10.119,0.757,,,,,,,
Dark Trap,Old No. 7 - Feat. G-Eazy,0.322,0.596,-9.292,0.0759,,,,,,,
Dark Trap,Smoke,0.605,0.865,-3.637,0.403,,,,,,,
Dark Trap,Icecold,0.62,0.609,-8.093,0.46,,,,,,,
Dark Trap,You Were Never a Threat,0.628,0.85,-4.899,0.241,,,,,,,
Dark Trap,Dying Doesn't Sound So Bad,0.567,0.71,-6.758,0.268,,,,,,,
Dark Trap,Welcome to Hell Pussy,0.761,0.791,-5.41,0.378,,,,,,,
Dark Trap,33rd Blakk Glass,0.373,0.862,-1.98,0.32,,,,,,,
Dark Trap,Aw Shit - Zillakami Solo,0.705,0.729,-5.302,0.5,,,,,,,
Dark Trap,Nuka Cola,0.652,0.88,-8.177,0.447,,,,,,,
Dark Trap,Ricky Bobby Six Speed,0.7,0.892,-5.631,0.728,,,,,,,
Dark Trap,Bladed Choppa,0.724,0.985,-1.79,0.6,,,,,,,
Dark Trap,Loser 00,0.739,0.673,-7.788,0.156,,,,,,,
Dark Trap,Waste It,0.644,0.277,-13.882,0.423,,,,,,,
Dark Trap,VENGEANCE | VENGEANCE [FEAT. JPEGMAFIA & ZILLAKAMI | JPEGMAF1A + Z1LLAKAM1],0.729,0.799,-6.136,0.439,,,,,,,
Dark Trap,SHINNERS13,0.542,0.908,-2.857,0.509,,,,,,,
Dark Trap,Arson,0.609,0.804,-7.027,0.414,,,,,,,
Dark Trap,Another Day,0.589,0.607,-12.671,0.77,,,,,,,
Dark Trap,Heat Death,0.636,0.375,-10.688,0.172,,,,,,,
Dark Trap,Stressed,0.52,0.558,-11.383,0.247,,,,,,,
Dark Trap,Case 19 (feat. 6ix9ine),0.864,0.729,-4.621,0.285,,,,,,,
Dark Trap,TheRoadLessTraveled,0.694,0.295,-13.403,0.171,,,,,,,
Dark Trap,Want Em Dead,0.536,0.684,-4.955,0.402,,,,,,,
Dark Trap,"Please Forgive (feat. Denzel Curry, IDK, Zombie Juice & ZillaKami)",0.883,0.507,-4.919,0.168,,,,,,,
Dark Trap,Musty,0.833,0.203,-12.456,0.04,,,,,,,
Dark Trap,Come Outside,0.674,0.452,-8.782,0.0968,,,,,,,
Dark Trap,Down n Out,0.611,0.729,-6.586,0.326,,,,,,,
Dark Trap,REBELLION,0.495,0.912,-2.511,0.295,,,,,,,
Dark Trap,"I Wander, But I'm Not Lost",0.396,0.376,-11.559,0.0386,,,,,,,
Dark Trap,Dangerous,0.457,0.995,-3.109,0.122,,,,,,,
Dark Trap,Pearl Harbor,0.751,0.638,-11.119,0.222,,,,,,,
Dark Trap,Fine Forgivness,0.685,0.896,-3.717,0.71,,,,,,,
Dark Trap,Far Cry,0.606,0.316,-12.638,0.058,,,,,,,
Dark Trap,???????,0.676,0.843,-6.365,0.0373,,,,,,,
Dark Trap,Fell in Love,0.572,0.771,-8.945,0.0373,,,,,,,
Dark Trap,DiscoveryChannel,0.773,0.628,-5.845,0.391,,,,,,,
Dark Trap,HOLD UR TONGUE,0.768,0.904,-2.211,0.316,,,,,,,
Dark Trap,company,0.851,0.688,-6.389,0.507,,,,,,,
Dark Trap,No Witnesses,0.768,0.591,-7.591,0.381,,,,,,,
Dark Trap,Red Dot,0.856,0.469,-15.032,0.168,,,,,,,
Dark Trap,Talk Shit,0.917,0.713,-6.15,0.534,,,,,,,
Dark Trap,Gas Only,0.915,0.604,-9.954,0.348,,,,,,,
Dark Trap,Licc Hoe$,0.839,0.355,-13.986,0.677,,,,,,,
Dark Trap,Hired Gun,0.79,0.328,-16.222,0.228,,,,,,,
Dark Trap,But This Is the End,0.763,0.507,-11.026,0.32,,,,,,,
Dark Trap,Try My Best,0.617,0.515,-8.362,0.226,,,,,,,
Dark Trap,Entourage,0.645,0.53,-8.126,0.214,,,,,,,
Dark Trap,Someday,0.668,0.581,-8.378,0.355,,,,,,,
Dark Trap,2doses,0.588,0.607,-8.192,0.228,,,,,,,
Dark Trap,Demons,0.558,0.733,-3.928,0.113,,,,,,,
Dark Trap,Pick Me Up,0.581,0.753,-5.351,0.0832,,,,,,,
Dark Trap,Detox,0.496,0.751,-5.601,0.254,,,,,,,
Dark Trap,Butane & Heroin,0.289,0.639,-6.384,0.155,,,,,,,
Dark Trap,Dirty Pistola 2,0.882,0.582,-6.084,0.792,,,,,,,
Dark Trap,When It Rains,0.575,0.418,-9.222,0.12,,,,,,,
Dark Trap,Moves,0.247,0.584,-9.882,0.364,,,,,,,
Dark Trap,Yellow Pills,0.753,0.44,-11.133,0.54,,,,,,,
Dark Trap,The Two of Us Are Dying,0.671,0.42,-4.945,0.0714,,,,,,,
Dark Trap,I'm Trying,0.529,0.42,-10.487,0.265,,,,,,,
Dark Trap,Nightmare,0.733,0.513,-5.068,0.564,,,,,,,
Dark Trap,Cemetery Dreams,0.639,0.621,-7.631,0.231,,,,,,,
Dark Trap,Watch It All Burn,0.515,0.525,-9.889,0.323,,,,,,,
Dark Trap,2029,0.592,0.654,-11.155,0.192,,,,,,,
Dark Trap,Mosh Pit,0.686,0.611,-7.789,0.0418,,,,,,,
Dark Trap,Someone Protects Her (Prod. By Falls),0.627,0.44,-10.56,0.0357,,,,,,,
Dark Trap,Trust,0.604,0.662,-6.955,0.474,,,,,,,
Dark Trap,Glitter,0.742,0.297,-12.588,0.191,,,,,,,
Dark Trap,AMY'S GRAVE,0.618,0.721,-6.796,0.425,,,,,,,
Dark Trap,Ran Thru The Trap,0.631,0.456,-10.906,0.299,,,,,,,
Dark Trap,Save My Life,0.618,0.682,-6.04,0.135,,,,,,,
Dark Trap,Between the Devil and the Darkness,0.743,0.557,-8.625,0.412,,,,,,,
Dark Trap,No Control,0.529,0.953,-2.625,0.148,,,,,,,
Dark Trap,Make Me Forget,0.677,0.253,-12.225,0.118,,,,,,,
Dark Trap,SEPHIROTH,0.86,0.85,-7.584,0.904,,,,,,,
Dark Trap,jealous traits,0.695,0.622,-6.661,0.131,,,,,,,
Dark Trap,No One Knows You,0.417,0.312,-14.325,0.1,,,,,,,
Dark Trap,Hollow,0.632,0.665,-9.957,0.199,,,,,,,
Dark Trap,Powerpuff,0.78,0.494,-10.487,0.368,,,,,,,
Dark Trap,Baby Faced Bandit,0.746,0.48,-10.468,0.279,,,,,,,
Dark Trap,Cut Myself,0.54,0.465,-11.717,0.0381,,,,,,,
Dark Trap,Dead and Cold,0.793,0.441,-10.297,0.753,,,,,,,
Dark Trap,I Hate That...,0.633,0.49,-12.432,0.242,,,,,,,
Dark Trap,Devil Side,0.615,0.568,-8.014,0.138,,,,,,,
Dark Trap,lose,0.676,0.136,-16.49,0.333,,,,,,,
Dark Trap,Numb,0.832,0.316,-15.258,0.329,,,,,,,
Dark Trap,Killing Spree,0.484,0.932,-4.31,0.483,,,,,,,
Dark Trap,Funeral Service,0.246,0.803,-7.432,0.181,,,,,,,
Dark Trap,Monday Mourning,0.767,0.537,-7.783,0.632,,,,,,,
Dark Trap,PuttingMyBestFootForward,0.706,0.482,-12.054,0.316,,,,,,,
Dark Trap,Lonely,0.764,0.362,-13.237,0.352,,,,,,,
Dark Trap,Spirited_Away,0.651,0.576,-8.536,0.36,,,,,,,
Dark Trap,Fall,0.524,0.408,-13.989,0.23,,,,,,,
Dark Trap,If I Had It All,0.537,0.488,-9.958,0.0349,,,,,,,
Dark Trap,IMA Murk Your Sister,0.852,0.663,-9.203,0.192,,,,,,,
Dark Trap,Landmines,0.697,0.632,-9.644,0.859,,,,,,,
Dark Trap,Hero,0.629,0.713,-5.003,0.315,,,,,,,
Dark Trap,Jus' Breathe,0.751,0.41,-6.805,0.167,,,,,,,
Dark Trap,Xoxo,0.698,0.728,-8.132,0.333,,,,,,,
Dark Trap,More,0.596,0.501,-9.577,0.369,,,,,,,
Dark Trap,Waka Flocka Ain't Got Shit on Me,0.817,0.678,-4.161,0.0519,,,,,,,
Dark Trap,Diamonds,0.771,0.579,-8.318,0.196,,,,,,,
Dark Trap,Blood,0.626,0.616,-8.204,0.297,,,,,,,
Dark Trap,Baby Do You Hate Me,0.447,0.823,-4.666,0.411,,,,,,,
Dark Trap,Hell and Back,0.572,0.537,-11.379,0.34,,,,,,,
Dark Trap,Losing Sight,0.56,0.576,-4.555,0.177,,,,,,,
Dark Trap,No Faith,0.782,0.673,-6.216,0.653,,,,,,,
Dark Trap,Suburban Trapstar,0.807,0.525,-7.735,0.119,,,,,,,
Dark Trap,Fuk Do U Want,0.715,0.549,-10.225,0.0804,,,,,,,
Dark Trap,I Ain't in the Mood,0.925,0.495,-8.844,0.418,,,,,,,
Dark Trap,Doesithurttoloveme?,0.698,0.229,-16.307,0.136,,,,,,,
Dark Trap,Red Rose,0.724,0.489,-8.702,0.377,,,,,,,
Dark Trap,Drippin,0.674,0.556,-10.109,0.625,,,,,,,
Dark Trap,Girls on Mars,0.396,0.717,-6.791,0.256,,,,,,,
Dark Trap,Guerrilla-Warfare,0.26,0.965,-3.52,0.338,,,,,,,
Dark Trap,So Far so Good,0.632,0.297,-11.161,0.114,,,,,,,
Dark Trap,I Watched Her Leave,0.655,0.493,-11.757,0.44,,,,,,,
Dark Trap,Eyes So Low,0.913,0.518,-7.37,0.482,,,,,,,
Dark Trap,crash my whip,0.704,0.572,-7.107,0.17,,,,,,,
Dark Trap,You.Won't.Do.Shit,0.487,0.814,-6.028,0.49,,,,,,,
Dark Trap,Black Fingernails,0.604,0.533,-11.516,0.156,,,,,,,
Dark Trap,that's alright,0.378,0.631,-7.776,0.169,,,,,,,
Dark Trap,Worth It,0.597,0.606,-11.292,0.208,,,,,,,
Dark Trap,Way That I Live,0.783,0.643,-8.068,0.414,,,,,,,
Dark Trap,Miss Me,0.661,0.768,-5.645,0.336,,,,,,,
Dark Trap,room to breathe,0.687,0.645,-7.319,0.249,,,,,,,
Dark Trap,I'm on One,0.932,0.758,-9.08,0.485,,,,,,,
Dark Trap,Stars in the Sky,0.472,0.557,-12.449,0.576,,,,,,,
Dark Trap,Erosion,0.681,0.411,-15.144,0.0537,,,,,,,
Dark Trap,Tightrope,0.677,0.406,-12.821,0.3,,,,,,,
Dark Trap,CoverGirl,0.651,0.268,-18.461,0.416,,,,,,,
Dark Trap,Asthma,0.718,0.676,-8.369,0.151,,,,,,,
Dark Trap,BURN,0.715,0.689,-6.035,0.365,,,,,,,
Dark Trap,Morrissey,0.544,0.446,-9.957,0.0891,,,,,,,
Dark Trap,Sadboy,0.704,0.412,-9.118,0.0385,,,,,,,
Dark Trap,Light Leaking Through,0.619,0.498,-10.43,0.171,,,,,,,
Dark Trap,Laying in the Dirt,0.703,0.68,-6.608,0.108,,,,,,,
Dark Trap,When I Die Will You Miss Me,0.675,0.817,-6.873,0.505,,,,,,,
Dark Trap,Tonight,0.706,0.448,-12.622,0.185,,,,,,,
Dark Trap,Safe Star,0.603,0.719,-5.923,0.063,,,,,,,
Dark Trap,Wasted,0.899,0.451,-8.671,0.783,,,,,,,
Dark Trap,Boozo,0.441,0.533,-7.824,0.06,,,,,,,
Dark Trap,Mortis Kombat,0.618,0.965,-2.163,0.39,,,,,,,
Dark Trap,NITROUS,0.859,0.844,-3.934,0.534,,,,,,,
Dark Trap,JÃ†GER (feat. Okaminokami),0.704,0.481,-12.926,0.389,,,,,,,
Dark Trap,Issues,0.668,0.638,-7.871,0.467,,,,,,,
Dark Trap,Myself,0.739,0.738,-8.842,0.233,,,,,,,
Dark Trap,Leave You Behind,0.32,0.673,-9.467,0.387,,,,,,,
Dark Trap,When I Dream I See Her Ghost,0.665,0.387,-15.4,0.0754,,,,,,,
Dark Trap,Burnt Diary,0.51,0.712,-9.417,0.0366,,,,,,,
Dark Trap,Chopstixxx,0.818,0.867,-2.067,0.213,,,,,,,
Dark Trap,Rise from the Ashes,0.619,0.948,-3.186,0.143,,,,,,,
Dark Trap,You Made Me sO Happy,0.612,0.578,-9.667,0.204,,,,,,,
Dark Trap,Repeat,0.576,0.578,-9.22,0.325,,,,,,,
Dark Trap,Out of This World,0.661,0.348,-11.63,0.312,,,,,,,
Dark Trap,Waterguns,0.759,0.471,-9.511,0.135,,,,,,,
Dark Trap,Mia Khalifa,0.829,0.704,-7.065,0.653,,,,,,,
Dark Trap,What?,0.709,0.308,-11.279,0.444,,,,,,,
Dark Trap,HOP,0.937,0.6,-3.553,0.521,,,,,,,
Dark Trap,LayYourAssDown,0.631,0.657,-7.923,0.137,,,,,,,
Dark Trap,Rabbit Hole,0.704,0.593,-8.977,0.0395,,,,,,,
Dark Trap,Cigarettes,0.698,0.71,-9.279,0.227,,,,,,,
Dark Trap,Missed Calls - Remix,0.659,0.626,-9.539,0.311,,,,,,,
Dark Trap,pink lemonade,0.686,0.772,-4.094,0.697,,,,,,,
Dark Trap,I'm Not Coming Home,0.646,0.371,-13.79,0.135,,,,,,,
Dark Trap,Water $uicide,0.648,0.834,-3.908,0.437,,,,,,,
Dark Trap,Joan of Arc,0.915,0.668,-2.52,0.0387,,,,,,,
Dark Trap,Tears of Blood,0.722,0.598,-8.035,0.424,,,,,,,
Dark Trap,Cry While We're Laughing,0.706,0.625,-6.774,0.543,,,,,,,
Dark Trap,Hurtboy$,0.721,0.283,-13.802,0.341,,,,,,,
Dark Trap,hammer,0.653,0.78,-7.253,0.26,,,,,,,
Dark Trap,take away the pain,0.612,0.636,-5.251,0.34,,,,,,,
Dark Trap,Murdock,0.608,0.632,-6.87,0.166,,,,,,,
Dark Trap,Drop Dead,0.7,0.526,-9.767,0.277,,,,,,,
Dark Trap,Surveillance,0.831,0.437,-9.35,0.196,,,,,,,
Dark Trap,03:00,0.792,0.474,-4.271,0.509,,,,,,,
Dark Trap,No Flippies,0.768,0.537,-10.79,0.27,,,,,,,
Dark Trap,Fine ALL the Pain,0.534,0.964,-4.514,0.562,,,,,,,
Dark Trap,So Low,0.878,0.335,-11.304,0.106,,,,,,,
Dark Trap,Loser,0.753,0.528,-7.759,0.164,,,,,,,
Dark Trap,I,0.765,0.494,-10.889,0.184,,,,,,,
Dark Trap,Realize,0.649,0.568,-11.27,0.286,,,,,,,
Dark Trap,Dead Inside.,0.743,0.49,-7.64,0.451,,,,,,,
Dark Trap,Sleep Paralysis,0.42,0.605,-5.896,0.0762,,,,,,,
Dark Trap,these days,0.668,0.458,-8.725,0.347,,,,,,,
Dark Trap,Perfect,0.68,0.542,-8.848,0.274,,,,,,,
Dark Trap,BEACHBOY!,0.469,0.786,-5.161,0.263,,,,,,,
Dark Trap,Jarhead,0.549,0.731,-6.464,0.256,,,,,,,
Dark Trap,A W O L,0.793,0.392,-9.133,0.297,,,,,,,
Dark Trap,work ethic from pain,0.795,0.4,-11.962,0.196,,,,,,,
Dark Trap,CRYING(INTHERAIN),0.355,0.686,-4.256,0.172,,,,,,,
Dark Trap,Bittersweet,0.661,0.573,-8.407,0.347,,,,,,,
Dark Trap,See Things,0.574,0.557,-8.914,0.183,,,,,,,
Dark Trap,Hot Air Balloon,0.677,0.724,-4.696,0.451,,,,,,,
Dark Trap,M I A,0.572,0.578,-10.575,0.216,,,,,,,
Dark Trap,Waste My Time,0.743,0.311,-12.408,0.2,,,,,,,
Dark Trap,NECKLACE,0.837,0.666,-9.051,0.474,,,,,,,
Dark Trap,PATNAH DEM,0.83,0.7,-8.414,0.524,,,,,,,
Dark Trap,Gone,0.693,0.788,-6.179,0.303,,,,,,,
Dark Trap,Make You Cry,0.738,0.85,-7.181,0.0381,,,,,,,
Dark Trap,What,0.626,0.623,-8.362,0.313,,,,,,,
Dark Trap,1 0 W O O D $,0.763,0.6,-6.241,0.458,,,,,,,
Dark Trap,TOKYO RAIN,0.794,0.43,-13.433,0.0466,,,,,,,
Dark Trap,Burn Out,0.795,0.657,-6.791,0.411,,,,,,,
Dark Trap,she was my virginity cÃ¸mplex,0.441,0.533,-8.517,0.24,,,,,,,
Dark Trap,PTSD,0.68,0.558,-7.073,0.498,,,,,,,
Dark Trap,Slither,0.576,0.229,-13.729,0.108,,,,,,,
Dark Trap,Lost,0.671,0.417,-7.87,0.113,,,,,,,
Dark Trap,Hey Legend!,0.887,0.837,-5.82,0.309,,,,,,,
Dark Trap,Don't Blink,0.752,0.758,-7.004,0.292,,,,,,,
Dark Trap,100 Styles,0.681,0.616,-4.972,0.776,,,,,,,
Dark Trap,Put That On My Set (feat. A$AP Rocky & Skepta),0.752,0.547,-8.555,0.161,,,,,,,
Dark Trap,Hate Me,0.742,0.667,-5.809,0.252,,,,,,,
Dark Trap,stfu,0.833,0.583,-6.837,0.5,,,,,,,
Dark Trap,For X and Peep,0.638,0.391,-14.969,0.487,,,,,,,
Dark Trap,MIA,0.359,0.428,-12.236,0.189,,,,,,,
Dark Trap,vacanter,0.41,0.876,-5.103,0.151,,,,,,,
Dark Trap,Don't Vanish,0.642,0.457,-14.07,0.269,,,,,,,
